"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Негативный тест: проверка отсутствия результатов","21672","test_search_negative_no_results[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_for_books_new","",""
"","3380","test_open_first_book[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_open_first_book","",""
"","4040","test_search_for_books_with_pom[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_search_for_books","",""
"","3626","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_navigation_to_about","",""
"","4030","test_search_via_iframe[chromium]","tests.e2e_tests","2026-04-23","passed","2026-04-23","","test_search_via_iframe","",""
"","5724","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","2026-04-23","passed","2026-04-23","","test_negative1","",""
"","2680","test_newsletter_subscription_page_load[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_newsletter_subscription","",""
"","5167","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_search_content","",""
"","4335","test_navigation_menu_responsive[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_navigation","",""
"","4059","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","2026-04-23","passed","2026-04-23","","test_negative1","",""
"","4244","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","2026-04-23","passed","2026-04-23","","test_negative1","",""
"","4020","test_search_opens[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_search_opens","",""
"Проверяет доступность подразделов сайта","794","test_sections_availability[tools-Tools]","tests.API_tests","2026-04-23","passed","2026-04-23","","test_api","",""
"","4332","test_navigation_to_books[chromium]","tests.UI_tests","2026-04-23","passed","2026-04-23","","test_navigation_to_books","",""
"","7327","test_search_flow_debug[chromium]","tests.e2e_tests","2026-04-23","passed","2026-04-23","","test_about_flow","",""
